,industry,index_x
20305,Biotechnology,343845.0
20306,,344971.0
20307,,345197.0
20308,,345265.0
20309,,345846.0
20310,,340455.0
20311,,340610.0
20312,,340633.0
20313,,343073.0
20314,,343916.0
20315,,344874.0
20316,,345752.0
20317,,342615.0
20318,,342899.0
20319,,343603.0
20320,,344880.0
20321,,340872.0
20322,,342777.0
20323,,343302.0
20324,,343776.0
20325,,343967.0
20326,,344478.0
20327,,344789.0
20328,,340755.0
20329,,340834.0
20330,,341088.0
20331,,342005.0
20332,,342410.0
20333,,342864.0
20334,,343313.0
20335,,343551.0
20336,,344094.0
20337,,344434.0
20338,,345437.0
20339,,345655.0
20340,,345656.0
20341,,345695.0
20342,,345799.0
20343,,340635.0
20344,,340829.0
20345,,342394.0
20346,,343515.0
20347,,343524.0
20348,,343556.0
20349,,344770.0
20350,,344910.0
20352,,343744.0
20353,,344031.0
20354,Medical Facilities & Services,14990.0
20356,Drug Development,496964.0
20357,Medical Facilities & Services,506951.0
20358,Biotechnology,502710.0
20359,Drug Delivery,512939.0
20360,Drug Development,514749.0
20361,Biotechnology,513360.0
20364,Drug Delivery,513186.0
20365,Medical Devices & Equipment,517516.0
20366,Pharmaceuticals / Drugs,518039.0
20367,Medical Devices & Equipment,523676.0
20369,Pharmaceuticals / Drugs,523835.0
20371,Drug Development,522926.0
20376,Healthcare Software,528155.0
20378,Biotechnology,524829.0
20380,Biotechnology,525093.0
20384,Drug Development,529061.0
20385,Healthcare Software,532069.0
20387,Drug Development,530431.0
20390,Biotechnology,531144.0
20395,Disease Diagnosis,533038.0
20396,Drug Development,536304.0
20402,Healthcare Software,537822.0
20406,Drug Development,536182.0
20410,Medical Devices & Equipment,545722.0
20411,Biotechnology,549331.0
20414,Biotechnology,26769.0
20415,Disease Diagnosis,492215.0
20416,Medical Devices & Equipment,42704.0
20418,Medical Facilities & Services,7720.0
20423,Medical Devices & Equipment,12709.0
20429,Healthcare Software,21739.0
20430,Biotechnology,43680.0
20435,Biotechnology,7169.0
20439,Medical Devices & Equipment,5764.0
20448,,4815.0
20449,Biotechnology,1135.0
20451,Drug Development,536324.0
20457,Biotechnology,10723.0
20458,Medical Devices & Equipment,16768.0
20460,Medical Devices & Equipment,40865.0
20462,Pharmaceuticals / Drugs,43794.0
20463,Biotechnology,41942.0
20473,Pharmaceuticals / Drugs,235300.0
20474,Drug Discovery,3889.0
20481,Pharmaceuticals / Drugs,17588.0
20490,Medical Devices & Equipment,26479.0
20491,Medical Devices & Equipment,42634.0
20492,Biotechnology,261258.0
20493,Medical Facilities & Services,504292.0
20494,Medical Facilities & Services,1423.0
20495,Medical Facilities & Services,508953.0
20497,Drug Development,4779.0
20499,Internet Software & Services,24487.0
20501,Medical Facilities & Services,1409.0
20514,Medical Devices & Equipment,7238.0
20518,Biotechnology,37005.0
20526,Dental Products & Services,37707.0
20528,Medical Devices & Equipment,732.0
20532,Pharmaceuticals / Drugs,501792.0
20533,Medical Facilities & Services,494891.0
20534,Healthcare Software,537678.0
20539,Dental Products & Services,544807.0
20540,Drug Development,542982.0
20545,Medical Facilities & Services,3870.0
20552,Biotechnology,39200.0
20554,Internet Software & Services,41668.0
20555,Mobile Software & Services,46498.0
20556,Medical Facilities & Services,43558.0
20557,Medical Facilities & Services,547206.0
20559,Drug Discovery,6080.0
20572,Mobile Software & Services,37912.0
20575,Healthcare Software,518429.0
20579,Medical Devices & Equipment,23683.0
20582,Medical Devices & Equipment,44127.0
20583,Biotechnology,45237.0
20589,Medical Devices & Equipment,499682.0
20593,,43655.0
20594,Drug Development,526584.0
20595,Medical Equipment & Supplies,497029.0
20598,,13010.0
20599,Medical Devices & Equipment,8292.0
20600,Medical Facilities & Services,45068.0
20602,Drug Development,24726.0
20619,Drug Development,5745.0
20620,Drug Discovery,93091.0
20627,Pharmaceutical Distribution & Wholesale…,348634.0
20628,Medical Facilities & Services,544857.0
20636,Biotechnology,532673.0
20637,Drug Development,506294.0
20638,Drug Development,496373.0
20643,Healthcare Software,514970.0
20644,Biotechnology,532315.0
20646,Drug Discovery,8333.0
20651,Medical Devices & Equipment,5682.0
20652,Medical Devices & Equipment,228695.0
20653,Healthcare Software,494782.0
20654,Drug Development,496711.0
20655,Medical Devices & Equipment,498079.0
20656,,499092.0
20657,,511348.0
20658,Drug Development,513321.0
20662,Biotechnology,513682.0
20664,Medical Devices & Equipment,516560.0
20668,Medical Facilities & Services,520356.0
20670,Medical Facilities & Services,522745.0
20671,Healthcare Software,525404.0
20675,Medical Devices & Equipment,534385.0
20677,Healthcare Software,545448.0
20679,Healthcare Software,548455.0
20680,Medical Devices & Equipment,229199.0
20682,Drug Development,527943.0
20685,Biotechnology,46333.0
20686,Disease Diagnosis,495725.0
20690,Medical Facilities & Services,525498.0
20691,Healthcare Software,544444.0
20693,Drug Development,548657.0
20695,,341444.0
20703,Drug Development,36570.0
20706,Disease Diagnosis,516781.0
20708,Internet Software & Services,42492.0
20715,Medical Devices & Equipment,11351.0
20717,Medical Information,444148.0
20718,Disease Diagnosis,549678.0
20721,Pharmaceuticals / Drugs,46010.0
20725,Mobile Software & Services,1171.0
20730,Medical Facilities & Services,40845.0
20732,Medical Facilities & Services,41837.0
20734,Medical Equipment & Supplies,499848.0
20737,,524498.0
20739,Medical Product Distribution,42718.0
20740,Drug Delivery,522737.0
20741,Pharmaceuticals / Drugs,502138.0
20742,Pharmaceuticals / Drugs,40154.0
20743,Pharmaceuticals / Drugs,41149.0
20747,Medical Facilities & Services,38258.0
20748,Medical Devices & Equipment,21484.0
20749,Medical Devices & Equipment,40610.0
20750,Biotechnology,37640.0
20751,Medical Facilities & Services,1356.0
20760,Pharmaceuticals / Drugs,6082.0
20761,Medical Devices & Equipment,46271.0
20772,Medical Devices & Equipment,6140.0
20774,Biotechnology,9258.0
20775,Medical Devices & Equipment,44395.0
20778,Medical Devices & Equipment,8284.0
20798,Drug Development,5113.0
20806,Medical Facilities & Services,37459.0
20807,Medical Devices & Equipment,893.0
20822,Medical Equipment & Supplies,37586.0
20823,Internet Software & Services,46061.0
20824,Drug Development,44216.0
20825,Biotechnology,21773.0
20826,Medical Facilities & Services,43557.0
20830,Medical Facilities & Services,36791.0
20835,Medical Devices & Equipment,497018.0
20836,Biotechnology,13529.0
20837,Biotechnology,499772.0
20840,Disease Diagnosis,508381.0
20841,Medical Equipment & Supplies,509347.0
20843,Pharmaceuticals / Drugs,521624.0
20847,Pharmaceuticals / Drugs,535889.0
20849,Healthcare Software,537266.0
20850,Medical Facilities & Services,544151.0
20851,Medical Devices & Equipment,547933.0
20858,Medical Equipment & Supplies,38234.0
20862,Medical Facilities & Services,41989.0
20864,Internet Software & Services,37817.0
20882,Drug Development,492532.0
20886,Medical Devices & Equipment,7004.0
20916,Internet Software & Services,44528.0
20917,Drug Delivery,12596.0
20925,Biotechnology,8197.0
20933,Pharmaceuticals / Drugs,23926.0
20937,Medical Devices & Equipment,46533.0
20940,Biotechnology,8546.0
20942,Medical Devices & Equipment,4603.0
20945,Medical Facilities & Services,9857.0
20949,Biotechnology,46540.0
20961,Healthcare Software,533377.0
20962,Medical Devices & Equipment,43967.0
20963,Medical Devices & Equipment,25582.0
20971,Pharmaceuticals / Drugs,8819.0
20978,Medical Devices & Equipment,40492.0
20980,Pharmaceuticals / Drugs,42968.0
20984,Biotechnology,502205.0
20985,Pharmaceuticals / Drugs,229601.0
20988,,533806.0
20989,Medical Equipment & Supplies,499973.0
20990,Biotechnology,14956.0
20991,Pharmaceuticals / Drugs,16166.0
20992,Medical Devices & Equipment,5402.0
20993,Medical Devices & Equipment,494629.0
20995,Biotechnology,495515.0
20996,Pharmaceuticals / Drugs,499868.0
20998,Biotechnology,510930.0
21001,Healthcare Software,510934.0
21002,,523399.0
21004,Drug Development,528222.0
21005,Healthcare Software,532911.0
21007,Healthcare Software,537948.0
21010,Medical Devices & Equipment,534223.0
21012,Medical Facilities & Services,8466.0
21013,Drug Development,6286.0
21019,Medical Facilities & Services,43468.0
21020,Medical Facilities & Services,38239.0
21025,Drug Development,532855.0
21030,Medical Equipment & Supplies,115645.0
21031,Medical Devices & Equipment,43078.0
21036,Drug Development,505742.0
21037,Biotechnology,46097.0
21040,Medical Facilities & Services,36714.0
21047,Drug Development,8531.0
21056,Medical Devices & Equipment,38891.0
21058,,25740.0
21059,Medical Facilities & Services,37078.0
21063,Pharmaceuticals / Drugs,14350.0
21077,Medical Devices & Equipment,20677.0
21082,Biotechnology,159.0
21083,Healthcare Plans,37614.0
21084,Biotechnology,534172.0
21085,,629598.0
21086,Drug Development,527184.0
21088,Biotechnology,43381.0
21098,Pharmaceuticals / Drugs,980.0
21105,Drug Delivery,9040.0
21117,Disease Diagnosis,499862.0
21118,Drug Development,527034.0
21119,Biotechnology,89908.0
21128,Biotechnology,38381.0
21130,Pharmaceuticals / Drugs,21791.0
21133,Biotechnology,17685.0
21138,Biotechnology,45660.0
21143,Biotechnology,21747.0
21145,Medical Devices & Equipment,40983.0
21149,Medical Devices & Equipment,15513.0
21151,Medical Devices & Equipment,46129.0
21152,Drug Discovery,23572.0
21155,Medical Devices & Equipment,44405.0
21156,Medical Facilities & Services,45428.0
21158,Healthcare Software,494122.0
21159,Biotechnology,514036.0
21160,Medical Devices & Equipment,519397.0
21162,Healthcare Software,526423.0
21163,Biotechnology,526166.0
21165,Medical Devices & Equipment,540865.0
21171,Medical Facilities & Services,37317.0
21174,Biotechnology,37856.0
21195,Pharmaceuticals / Drugs,18010.0
21196,Medical Devices & Equipment,45818.0
21197,Medical Devices & Equipment,23884.0
21198,Medical Facilities & Services,44299.0
21200,Pharmaceuticals / Drugs,419976.0
21201,Medical Facilities & Services,43567.0
21203,Healthcare Plans,35053.0
21204,Biotechnology,43317.0
21205,Pharmaceuticals / Drugs,492027.0
21206,Pharmaceuticals / Drugs,45264.0
21207,Medical Facilities & Services,42038.0
21208,Medical Devices & Equipment,16735.0
21211,Biotechnology,40032.0
21223,Medical Facilities & Services,492251.0
21225,Medical Devices & Equipment,19953.0
21229,Healthcare Software,529277.0
21232,Medical Equipment & Supplies,510345.0
21233,Biotechnology,14730.0
21241,Medical Facilities & Services,517701.0
21242,Biotechnology,529422.0
21243,Pharmaceutical Distribution & Wholesale…,240612.0
21244,Medical Devices & Equipment,510244.0
21248,Biotechnology,508900.0
21252,Pharmaceuticals / Drugs,519383.0
21253,Healthcare Software,521857.0
21254,Drug Development,534446.0
21258,Internet Software & Services,336125.0
21260,Pharmaceuticals / Drugs,17680.0
21262,Drug Development,36578.0
21263,Drug Development,17885.0
21264,Biotechnology,23686.0
21265,Biotechnology,42219.0
21266,Biotechnology,42295.0
21271,Biotechnology,16504.0
21272,Biotechnology,42793.0
21273,Medical Devices & Equipment,8324.0
21277,Medical Devices & Equipment,9738.0
21278,Health & Wellness (non-internet/mobile)…,9378.0
21279,Medical Devices & Equipment,9757.0
21280,Medical Devices & Equipment,8362.0
21282,Drug Development,26741.0
21283,Medical Facilities & Services,37945.0
21284,Pharmaceuticals / Drugs,2326.0
21288,Medical Devices & Equipment,46366.0
21289,Biotechnology,5314.0
21290,Biotechnology,17627.0
21291,Drug Development,6374.0
21293,Medical Devices & Equipment,6953.0
21294,Medical Information,25040.0
21295,Internet Software & Services,31960.0
21298,Medical Facilities & Services,103089.0
21301,Medical Equipment & Supplies,27215.0
21303,Medical Devices & Equipment,16722.0
21305,Medical Devices & Equipment,57963.0
21306,Medical Devices & Equipment,5944.0
21307,Medical Devices & Equipment,1381.0
21308,Drug Development,1112.0
21309,,13517.0
21310,Medical Facilities & Services,8656.0
21311,Medical Devices & Equipment,39458.0
21313,Biotechnology,39591.0
21316,Pharmaceuticals / Drugs,5552.0
21317,,18258.0
21319,Medical Devices & Equipment,4033.0
21320,Medical Devices & Equipment,13018.0
21321,Medical Facilities & Services,58170.0
21322,Pharmaceuticals / Drugs,1186.0
21323,Medical Devices & Equipment,45780.0
21324,Medical Devices & Equipment,15446.0
21325,Pharmaceuticals / Drugs,1325.0
21326,Pharmaceuticals / Drugs,45082.0
21327,Medical Devices & Equipment,24205.0
21328,,25792.0
21329,Medical Devices & Equipment,40317.0
21330,Medical Devices & Equipment,1414.0
21331,Medical Devices & Equipment,57769.0
21332,Pharmaceuticals / Drugs,4732.0
21333,,341799.0
21334,,341916.0
21335,,342093.0
21336,,344597.0
21337,,345869.0
21338,,340328.0
21339,,341404.0
21340,,342023.0
21341,,342404.0
21342,,345006.0
21343,,345623.0
21344,,343410.0
21345,,341144.0
21346,,344892.0
21347,,344893.0
21348,,341331.0
21349,,342134.0
21350,,342495.0
21351,,342990.0
21352,,345684.0
21354,,345336.0
21355,,340350.0
21357,,340740.0
21358,,341489.0
21359,,342593.0
21360,,342727.0
21361,,342807.0
21362,,343621.0
21363,,343676.0
21364,,344063.0
21365,,344497.0
21366,,344563.0
21368,,345302.0
21369,,345567.0
21370,,346079.0
21371,,341456.0
21372,,341979.0
21373,,342585.0
21374,,342759.0
21376,,343480.0
21379,,345251.0
21380,,345492.0
21381,,345642.0
21382,,345974.0
21383,,345503.0
21384,,344277.0
21385,,344310.0
21387,Healthcare Software,498745.0
21388,Medical Devices & Equipment,493670.0
21390,,494522.0
21393,Disease Diagnosis,496858.0
21397,Drug Development,497906.0
21401,Healthcare Software,500008.0
21403,Healthcare Software,501008.0
21405,Healthcare Software,509576.0
21406,Biotechnology,513621.0
21407,Pharmaceuticals / Drugs,522587.0
21410,Biotechnology,531735.0
21415,Medical Equipment & Supplies,537321.0
21416,Drug Development,537813.0
21417,Medical Devices & Equipment,550132.0
21429,,26942.0
21433,Pharmaceuticals / Drugs,44521.0
21435,Drug Development,516876.0
21444,Medical Devices & Equipment,37849.0
21445,Drug Development,17493.0
21450,Pharmaceuticals / Drugs,11345.0
21453,Biotechnology,14966.0
21458,Pharmaceuticals / Drugs,23829.0
21475,Medical Devices & Equipment,230296.0
21485,Drug Development,5016.0
21495,Medical Devices & Equipment,403776.0
21496,Medical Devices & Equipment,44979.0
21500,Drug Development,493899.0
21501,Medical Facilities & Services,520308.0
21505,Medical Facilities & Services,45131.0
21511,Biotechnology,42226.0
21512,Medical Devices & Equipment,1499.0
21519,Medical Devices & Equipment,42302.0
21525,Medical Devices & Equipment,37590.0
21526,Medical Devices & Equipment,42198.0
21527,Drug Delivery,512322.0
21535,Medical Facilities & Services,15312.0
21536,Healthcare Software,497138.0
21537,Drug Development,502973.0
21538,Drug Development,503671.0
21550,Medical Facilities & Services,514095.0
21551,Healthcare Software,517060.0
21552,Healthcare Software,14458.0
21553,Pharmaceuticals / Drugs,43651.0
21561,Medical Devices & Equipment,11250.0
21570,Pharmaceuticals / Drugs,493514.0
21571,,503377.0
21573,Medical Equipment & Supplies,524863.0
21578,Medical Equipment & Supplies,46454.0
21581,Dental Products & Services,6963.0
21587,Medical Facilities & Services,520893.0
21590,Medical Devices & Equipment,43313.0
21596,Biotechnology,534898.0
21597,Pharmaceuticals / Drugs,411792.0
21598,Medical Facilities & Services,274522.0
21599,Medical Equipment & Supplies,21699.0
21606,Medical Devices & Equipment,44126.0
21610,Pharmaceuticals / Drugs,504021.0
21611,Healthcare Software,521837.0
21612,Medical Devices & Equipment,676.0
21613,Biotechnology,46579.0
21619,Medical Devices & Equipment,40654.0
21624,Biotechnology,54722.0
21625,Biotechnology,9006.0
21641,Medical Facilities & Services,42686.0
21642,Medical Devices & Equipment,23966.0
21647,Medical Equipment & Supplies,519647.0
21648,Biotechnology,9755.0
21649,Drug Delivery,26543.0
21657,Medical Devices & Equipment,5873.0
21658,Drug Development,526286.0
21668,Medical Equipment & Supplies,509843.0
21672,Medical Facilities & Services,501373.0
21675,Biotechnology,229611.0
21676,Healthcare Software,547835.0
21677,Pharmaceuticals / Drugs,521607.0
21679,Medical Facilities & Services,496828.0
21680,Medical Devices & Equipment,520455.0
21682,Biotechnology,524055.0
21684,Drug Development,525831.0
21687,Biotechnology,529810.0
21693,Medical Devices & Equipment,531872.0
21694,Disease Diagnosis,536110.0
21696,Medical Devices & Equipment,539708.0
21697,Medical Devices & Equipment,16724.0
21699,,230495.0
21700,Medical Devices & Equipment,15486.0
21701,Medical Facilities & Services,445608.0
