,Money raised,Pre-money valuation
1307,"$5,800,000",—
1308,"€8,700,000",—
1309,—,—
1310,"$50,000",—
1311,"£10,000,000",—
1312,—,—
1313,"$3,400,000",—
1314,—,—
1315,"$15,288,410",—
1316,"$2,350,000",—
1317,"$6,690,000",—
1318,"$50,000","$950,000"
1319,"$333,333",—
1320,"$11,250,000",—
1321,"CN¥50,000,000",—
1322,"CN¥20,000,010",—
1323,"CN¥10,000,000",—
1324,"$1,850,000",—
1325,"$2,000,000",—
1326,"€700,000",—
1327,—,—
1328,"$65,000,000",—
1329,—,—
1330,"$500,000","$2,500,000"
1331,"£16,900,000",—
1332,"$6,779,481",—
1333,"$18,000,000",—
1334,"$1,200,000",—
1335,"$6,000,000",—
1336,"$5,600,000",—
1337,—,—
1338,"€780,000","€2,600,000"
1339,"$1,563,422",—
1340,"$11,179,852",—
1341,"$1,300,000",—
1342,—,—
1343,"CN¥50,000,000",—
1344,—,—
1345,—,—
1346,—,—
1347,"£400,000",—
1348,"$235,000",—
1349,"$250,000",—
1350,"$2,500,000",—
1351,"£12,000,000",—
1352,"$149,600",—
1353,"NOK27,000,000",—
1354,"£400,000",—
1355,"$20,000,000",—
1356,"$6,922,012",—
1357,"CN¥20,000,000",—
1358,"$38,000,000",—
1359,"$141,985",—
1360,"$2,481,670",—
1361,"$12,500,000",—
1362,"$75,000,000",—
1363,"$6,000,000",—
1364,"$1,500,000",—
1365,"CN¥10,000,000",—
1366,—,—
1367,"€550,070",—
1368,"$300,000",—
1369,"$6,247,092",—
1370,"$17,000",—
1371,—,—
1372,"$1,751,430",—
1373,"$2,400,000",—
1374,"$5,000,000",—
1375,"$226,285",—
1376,"$400,000","$8,000,000"
1377,"$4,000,000",—
1378,"£3,000,000",—
1379,"$12,500,000",—
1380,"$5,000,000",—
1381,—,—
1382,"$2,000,000",—
1383,—,—
1384,—,—
1385,—,—
1386,"$415,000",—
1387,"$9,000,000",—
1388,"$500,000",—
1389,"$535,000",—
1390,—,—
1391,"$275,000",—
1392,"€550,000",—
1393,"$60,073,200",—
1394,"£200,000",—
1395,—,—
1396,"$340,000",—
1397,"€600,000",—
1398,"£21,000,000",—
1399,"$1,150,000",—
1400,"$10,500,000",—
1401,"$23,000,000",—
1402,—,—
1403,—,—
1404,"$6,982,012",—
1405,"€600,000",—
1406,"£21,000,000",—
1407,"$1,150,000",—
1408,"$10,500,000",—
1409,"$23,000,000",—
1410,—,—
1411,—,—
1412,"$6,982,012",—
1413,"$300,000",—
1414,"$15,000,000",—
1415,—,—
1416,"$365,000",—
1417,"$6,000,000",—
1418,"$500,000","$5,025,000"
1419,"$405,000",—
1420,"$14,000,000",—
1421,"$46,000,000",—
1422,"$1,650,000",—
1423,—,—
1424,"¥229,200,000",—
1425,"$4,504,524",—
1426,—,—
1427,"$25,000",—
1428,"$43,500,000",—
1429,—,—
1430,—,—
1431,"$7,225,000",—
1432,—,—
1433,"$10,000",—
1434,"$3,042,075",—
1435,"$2,225,000",—
1436,"$15,324,570",—
1437,—,—
1438,"$150,000",—
1439,"$6,000,000",—
1440,"€600,000",—
1441,"£21,000,000",—
1442,"$1,150,000",—
1443,"$10,500,000",—
1444,"$23,000,000",—
1445,—,—
1446,—,—
1447,"$6,982,012",—
1448,"$300,000",—
1449,"$15,000,000",—
1450,—,—
1451,"$365,000",—
1452,"$6,000,000",—
1453,"$500,000","$5,025,000"
1454,"$405,000",—
1455,"$14,000,000",—
1456,"$46,000,000",—
1457,"$1,650,000",—
1458,—,—
1459,"¥229,200,000",—
1460,"$4,504,524",—
1461,—,—
1462,"$25,000",—
1463,"$43,500,000",—
1464,—,—
1465,—,—
1466,"$7,225,000",—
1467,—,—
1468,"$10,000",—
1469,"$3,042,075",—
1470,"$2,225,000",—
1471,"$15,324,570",—
1472,—,—
1473,"$150,000",—
1474,"$6,000,000",—
1475,"$20,000",—
1476,—,—
1477,—,"$6,000,000"
1478,—,—
1479,—,—
1480,"€1,563,485",—
1481,"$80,000","$2,000,000"
1482,"$525,000",—
1483,"$20,000",—
1484,"$800,000","$6,600,000"
1485,"$6,000,000",—
1486,"$20,000",—
1487,"$750,000","$5,000,000"
1488,"$20,000",—
1489,"$50,000",—
1490,"£1,205,625",—
1491,"$20,000",—
1492,"$1,500,000",—
1493,"€50,000",—
1494,—,—
1495,"€800,000",—
1496,—,—
1497,—,—
1498,—,—
1499,"$15,800,000",—
1500,"$5,000,000",—
1501,"£17,633","£1,000,000"
1502,—,—
1503,"$900,000",—
1504,"RUB2,100,000",—
1505,—,—
1506,"$93,333",—
1507,"$1,000,000",—
1508,"$20,000",—
1509,"NZ$400,000",—
1510,—,"$150,000"
1511,"$20,000",—
1512,"€50,000",—
1513,—,—
1514,"$3,500,000",—
1515,"€217,000",—
1516,"£356,113",—
1517,"€179,600",—
1518,—,—
1519,—,—
1520,"€50,000",—
1521,"$2,300,000",—
1522,"$940,000",—
1523,—,—
1524,"$1,223,874",—
1525,"$9,500,000",—
1526,—,—
1527,—,—
1528,—,—
1529,—,—
1530,"$20,000,000",—
1531,"$4,000,000",—
1532,"CA$17,400,000",—
1533,—,—
1534,"$17,500,000",—
1535,"$2,999,982",—
1536,"$4,070,000",—
1537,—,—
1538,"$33,000",—
1539,"$3,026,221",—
1540,"£3,500,000",—
1541,—,—
1542,"$3,000,000",—
1543,"$19,999,995",—
1544,"$880,000",—
1545,"CA$4,700,000",—
1546,—,—
1547,"$26,800",—
1548,"CN¥4,000,000",—
1549,"$225,000",—
1550,—,—
1551,"$1,200,000",—
1552,—,—
1553,"£14,000,000",—
1554,"CHF10,000",—
1555,"$2,400,006",—
1556,"$6,000,000",—
1557,"$375,000",—
1558,"$400,000",—
1559,"$333,333",—
1560,"CN¥3,000,000",—
1561,"CHF20,000",—
1562,"$800,000",—
1563,"$1,300,000",—
1564,"$15,007,220",—
1565,"$450,000",—
1566,"$1,000,000",—
1567,—,—
1568,"€1,000,000",—
1569,"€800,000",—
1570,"$2,505,524",—
1571,"$50,000",—
1572,"$6,000,000",—
1573,—,—
1574,—,—
1575,"$654,215",—
1576,"$200,000",—
1577,—,—
1578,—,—
1579,"$825,000",—
1580,"$385,000",—
1581,"CA$500,000",—
1582,"CN¥50,000,000",—
1583,"$87,829",—
1584,"$100,000",—
1585,"$1,750,000",—
1586,"$1,375,000",—
1587,"$16,651,765",—
1588,"$350,000",—
1589,"$600,000",—
1590,"$594,000",—
1591,"$4,599,999",—
1592,—,—
1593,"$17,151,765",—
1594,"$17,000,000",—
1595,"$699,036",—
1596,"$212,121",—
1597,"$1,100,000",—
1598,"€7,750,000",—
1599,—,—
1600,"CN¥3,000,000",—
1601,"$50,000,000",—
1602,—,—
1603,"$1,500,000",—
1604,"$8,600,000",—
1605,"$4,638,748",—
1606,"$2,280,000",—
1607,"$400,000",—
1608,"$300,000",—
1609,—,—
1610,—,—
1611,"$10,036,594",—
1612,"$17,000,000",—
1613,"$940,000",—
1614,"$50,000,000",—
1615,"€8,300,000",—
1616,"$2,000,000",—
1617,"$4,000,000",—
1618,"$2,500,000",—
1619,"$3,000,000",—
1620,—,—
1621,"$7,194,706",—
1622,—,—
1623,"€7,000,000",—
1624,"$3,200,000",—
1625,"$300,000",—
1626,"$500,000",—
1627,"€14,500,000",—
1628,"$11,802,500",—
1629,—,—
1630,"$2,587,995",—
1631,"€333,210",—
1632,"$16,000,000",—
1633,"$798,336",—
1634,"$21,000,000",—
1635,"A$12,500,000",—
1636,"$10,000,000",—
1637,—,—
1638,"€265,000",—
1639,"$4,832,525",—
1640,"$750,000",—
1641,"$200,000",—
1642,"$17,950,000",—
1643,"CN¥49,990,000",—
1644,"$240,000","$1,500,000"
1645,"$30,000",—
1646,"$950,000",—
1647,"$4,000,000",—
1648,—,—
1649,"$350,000",—
1650,—,—
1651,"€10,000,000",—
1652,"$4,300,000",—
1653,"$675,000",—
1654,"$307,310",—
1655,"€26,000,000",—
1656,"€250,000",—
1657,"$100,000,000",—
1658,—,—
1659,—,—
1660,"$500,000",—
1661,—,—
1662,"$1,750,275",—
1663,"$7,200,000",—
1664,"$1,133,000",—
1665,"$1,930,000",—
1666,"$49,999,960",—
1667,—,—
1668,"$182,546",—
1669,—,—
1670,"$500,000",—
1671,—,—
1672,"$1,450,000","$14,500,000"
1673,"$134,991",—
1674,"$6,905,000",—
1675,"$1,250,000",—
1676,—,—
1677,—,"$2,470,000"
1678,"$11,469,000",—
1679,—,—
1680,"$19,022,678",—
1681,"$550,000",—
1682,"$30,984,431",—
1683,—,—
1684,—,—
1685,"$3,000,000",—
1686,"$1,132,754",—
1687,—,—
1688,—,—
1689,—,—
1690,—,—
1691,"$105,000",—
1692,"$1,490,375",—
1693,"$4,536,531",—
1694,"$1,000,000",—
1695,"CN¥10,000,000",—
1696,"$25,200,000",—
1697,"$40,000,000",—
1698,"$19,225,391",—
1699,"$15,000,000",—
1700,—,—
1701,"$370,435",—
1702,"$6,530,000",—
1703,"$520,000",—
1704,"$30,000,000",—
1705,—,—
1706,"$1,300,000",—
1707,"$52,000,000",—
1708,—,—
1709,"$31,000,000",—
1710,"$18,000,000",—
1711,—,—
1712,"CN¥3,000,000",—
1713,—,—
1714,"$2,000,000",—
1715,—,—
1716,"$50,000",—
1717,"$3,602,450",—
1718,—,—
1719,"$982,272",—
1720,"$1,128,073",—
1721,"$550,000",—
1722,"$155,000,000","$1,000,000,000"
1723,"$30,000",—
1724,"CN¥100,000,000",—
1725,"$1,500,000",—
1726,"$35,000,000",—
1727,—,—
1728,"CN¥3,000,000",—
1729,—,—
1730,—,—
1731,—,—
1732,"€10,000,000",—
1733,"$7,500,000",—
1734,"$44,500,001",—
1735,"$2,250,000",—
1736,"€4,000,000",—
1737,"$75,000,000",—
1738,"€700,000",—
1739,"$5,341,245",—
1740,"$224,991",—
1741,"$3,600,000",—
1742,—,—
1743,—,—
1744,"$19,500,000",—
1745,"$5,000,376",—
1746,"$150,000,000",—
1747,—,—
1748,—,—
1749,"$4,333,713",—
1750,"$1,000,000",—
1751,"$1,407,590",—
1752,"$60,000",—
1753,"$3,504,616",—
1754,—,—
1755,"$635,000",—
1756,—,—
1757,"$650,000",—
1758,"$40,000",—
1759,"$30,000",—
1760,"€25,000,000",—
1761,"$150,000",—
1762,—,—
1763,—,—
1764,"$4,300,000",—
1765,"$38,996,000",—
1766,"$250,000",—
1767,—,—
1768,"$40,000",—
1769,"€50,000","€200,000"
1770,"₹100,000",—
1771,"$4,300,000",—
1772,"$2,889,618",—
1773,"$2,500,000",—
1774,"CHF260,000",—
1775,—,—
1776,"$123,000",—
1777,—,—
1778,—,—
1779,"$5,600,000",—
1780,—,—
1781,—,—
1782,—,—
1783,"€5,750,000",—
1784,"$3,500,000",—
1785,"$6,009,989",—
1786,"$21,000,000",—
1787,"$100,000",—
1788,"CN¥70,000,000",—
1789,"$12,250,000",—
1790,"CN¥10,000,000",—
1791,"CN¥400,000,000",—
1792,"$2,250,000",—
1793,"$2,000,000",—
1794,"$34,000,000",—
1795,"£1,530,000",—
1796,"$750,000",—
1797,—,—
1798,"$850,000",—
1799,—,—
1800,"$12,200,000",—
1801,"$15,000,000",—
1802,"£400,000",—
1803,"$325,000",—
1804,"CN¥10,000,000",—
1805,"CN¥20,000,000",—
1806,"$300,000",—
1807,"$17,700,000",—
1808,"$220,000,000","$980,000,000"
1809,"$80,000,000",—
1810,"£100,000",—
1811,—,—
1812,"₹870,000,000",—
1813,"$1,371,500",—
1814,—,—
1815,—,—
1816,"$15,000,000",—
1817,—,—
1818,"$50,000,000",—
1819,"$950,000",—
1820,"$18,000,000",—
1821,—,—
1822,—,—
1823,—,—
1824,"$4,000,000",—
1825,"$1,467,080",—
1826,"$14,169,129",—
1827,—,"$3,000,000"
1828,"$2,000,000",—
1829,"$1,250,000",—
1830,—,—
1831,"$500,000",—
1832,"CHF5,000,000",—
1833,"$500,000",—
1834,—,—
1835,—,—
1836,—,—
1837,"CN¥20,000,000",—
1838,"CN¥1,000,000",—
1839,"CN¥5,000,000",—
1840,"CN¥3,000,000",—
1841,"CN¥10,000,000",—
1842,—,—
1843,"CN¥10,000,000",—
1844,"$5,000,000",—
1845,"CN¥3,000,000",—
1846,"$44,989",—
1847,—,—
1848,"$44,989",—
1849,—,—
1850,"CN¥3,000,000",—
1851,"$70,000",—
1852,—,—
1853,"¥157,800,000",—
1854,"€1,000,000",—
1855,—,—
1856,"CHF83,400",—
1857,—,"$1,000,000"
1858,"$2,300,000",—
1859,—,—
1860,"$100,000","$4,000,000"
1861,"$3,000",—
1862,—,—
1863,"$10,970,000",—
1864,"$360,000",—
1865,"$15,000,000",—
1866,"$95,000","$1,800,000"
1867,—,—
1868,—,—
1869,"$50,000",—
1870,"€50,000",—
1871,"$50,000",—
1872,"$50,000",—
1873,—,—
1874,"€2,000,000",—
1875,—,—
1876,"$4,600,000",—
1877,—,—
1878,"€7,000,000",—
1879,"$5,000,000",—
1880,—,—
1881,"$620,000",—
1882,—,—
1883,"€50,000",—
1884,—,—
1885,"£3,200,000",—
1886,"$15,000,000",—
1887,"€4,265,610",—
1888,—,—
1889,"$200,000",—
1890,—,—
1891,—,—
1892,"$6,000,000",—
1893,"$1,300,000",—
1894,—,—
1895,"$100,000",—
1896,"$100,000",—
1897,"$800,000",—
1898,"€50,000",—
1899,"$13,800,000",—
1900,"$975,999",—
1901,—,—
1902,"£2,000,000",—
1903,—,—
1904,—,—
1905,—,—
1906,—,—
1907,"€1,500,000",—
1908,"$20,000,000",—
1909,"$663,000",—
1910,"¥37,000,000",—
1911,"$6,500,000",—
1912,"$2,300,000",—
1913,"$650,000",—
1914,"£600,000",—
1915,"₩100,000,000","₩4,500,000,000"
1916,"¥50,000,000",—
1917,"$467,833",—
1918,—,—
1919,—,—
1920,"$3,000,000",—
1921,"$1,194,000",—
1922,"$125,000",—
1923,"$335,000",—
1924,"$1,000,000",—
1925,"$3,250,000",—
1926,"$1,700,000",—
1927,—,—
1928,—,—
1929,"$6,850,000",—
1930,"CN¥3,000,000",—
1931,"CN¥3,000,000",—
1932,"$4,000,000",—
1933,"$53,000,000",—
1934,—,—
1935,"$35,000,000",—
1936,"$25,000",—
1937,"£99,079",—
1938,"€90,000",—
1939,"$1,000,000",—
1940,"$140,000",—
1941,"$10,000,000",—
1942,"$1,000,000",—
1943,"$125,000",—
1944,"$3,000,000",—
1945,"$8,600,000",—
1946,"$600,000",—
1947,"$45,000,000",—
1948,"$710,000",—
1949,"$350,000",—
1950,"$30,000",—
1951,"$1,200,000",—
1952,"$1,250,002",—
1953,—,—
1954,"$45,000,000",—
1955,—,—
1956,—,—
1957,"$300,000",—
1958,—,—
1959,"$11,000,000",—
1960,"£10,000,000",—
1961,"$400,000",—
1962,"$500,000",—
1963,"$165,000,000",—
1964,—,—
1965,—,—
1966,—,—
1967,"$100,000",—
1968,"$100,000",—
1969,"CN¥3,000,000",—
1970,"¥150,000,000",—
1971,"$14,000,000",—
1972,—,—
1973,—,—
1974,"$28,000,000",—
1975,—,—
1976,—,—
1977,—,—
1978,—,—
1979,—,—
1980,—,—
1981,—,—
1982,"$750,000",—
1983,—,—
1984,"$6,500,000",—
1985,"$14,500,000",—
1986,—,—
1987,"$700,210",—
1988,"$2,200,000",—
1989,"$875,000",—
1990,"$52,000",—
1991,"$1,250,000",—
1992,"CN¥10,000,000",—
1993,"CN¥20,000,000",—
1994,—,—
1995,"$32,200,000",—
1996,"$2,750,000",—
1997,—,—
1998,"$7,000,000",—
1999,"$37,000,000",—
2000,"$10,000,000",—
2001,"€2,500,000",—
2002,"$550,000",—
2003,—,—
2004,"$2,500,000",—
2005,"$16,000,000",—
2006,—,—
2007,"$500,000",—
2008,"$12,389,994",—
2009,"$1,093,386",—
2010,"$2,000,000",—
2011,"$100,000,000",—
2012,"$651,737",—
2013,"$329,000",—
2014,"$1,165,080",—
2015,"$1,195,000",—
2016,"$19,700,000",—
2017,"CN¥20,000,000",—
2018,"$120,000",—
2019,"CN¥3,000,000",—
2020,—,—
2021,—,—
2022,—,—
2023,"$50,000",—
2024,—,—
2025,—,—
2026,"$120,000",—
2027,"$120,000",—
2028,"$120,000",—
2029,"$2,500,000",—
2030,"€10,000,000",—
2031,"$120,000",—
2032,"$16,700,000",—
2033,"$120,000",—
2034,—,—
2035,"$3,600,000",—
2036,"$10,000,000",—
2037,—,—
2038,"$2,060,000",—
2039,"$120,000",—
2040,"€6,410,000",—
2041,"$1,260,000","$9,000,000"
2042,"$120,000",—
2043,"$75,000,000",—
2044,"$7,000,000",—
2045,"CN¥50,000,000",—
2046,—,—
2047,"CA$25,000",—
2048,—,—
2049,"$1,000,000",—
2050,"$725,000",—
2051,"$5,000,000",—
2052,"€1,200,000",—
2053,"$15,000,000",—
2054,"$17,979,732",—
2055,"$12,000,000",—
2056,"CN¥3,000,000",—
2057,—,—
2058,"$22,500,000",—
2059,"€400,000",—
2060,—,—
2061,—,—
2062,"$1,000,000",—
2063,"$5,100,990",—
2064,"$4,500,000",—
2065,"$231,000",—
2066,—,—
2067,"$15,809,267",—
2068,"$4,800,000",—
2069,"$2,500,000",—
2070,—,—
2071,"$2,105,000",—
2072,"$1,689,998",—
2073,—,—
2074,"$460,000",—
2075,"$200,000",—
2076,"$700,000",—
2077,"$900,000",—
2078,"$16,500,000",—
2079,"€1,000,000",—
2080,"$800,000",—
2081,"$7,500,000",—
2082,—,—
2083,"$1,950,000",—
2084,"$21,600,000",—
2085,"$786,000",—
2086,"€22,500,000",—
2087,"€1,000,000",—
2088,—,—
2089,"CN¥3,000,000",—
2090,"$2,100,000",—
2091,"$14,002,771",—
2092,"$10,000,000",—
2093,"€3,507,750",—
2094,"$18,319,984",—
2095,"$3,600",—
2096,—,—
2097,"$5,250,000",—
2098,"$2,100,000",—
2099,"€160,000",—
2100,—,—
2101,"$7,000,000",—
2102,—,—
2103,—,—
2104,—,—
2105,"$310,000",—
2106,—,—
2107,"$1,100,000",—
2108,"$60,000,000",—
2109,"$45,000,000",—
2110,—,—
2111,"$347,500",—
2112,"$1,000,000",—
2113,—,—
2114,"$297,786",—
2115,—,—
2116,—,—
2117,"$4,500,000",—
2118,"$6,000,000",—
2119,"$10,000,000",—
2120,"$10,710,000",—
2121,"$2,850,761",—
2122,"$330,000",—
2123,—,—
2124,"$5,000,000",—
2125,"$21,000,000",—
2126,"¥100,000,000",—
2127,"$10,516,500",—
2128,"$224,000",—
2129,—,—
2130,"$1,250,000",—
2131,"$1,920,000",—
2132,"$4,199,240",—
2133,"$330,000",—
2134,"$4,400,000",—
2135,"$3,826,471",—
2136,"$200,000",—
2137,"$12,000,002",—
2138,"$10,176,603",—
2139,—,—
2140,"¥100,000,000",—
2141,"CN¥20,000,000",—
2142,"$400,000",—
2143,"$2,000,000",—
2144,—,—
2145,"$894,315",—
2146,—,—
2147,"$3,375,000",—
2148,"$500,000",—
2149,"$2,000,000",—
2150,"$6,386,421",—
2151,"$154,999,915",—
2152,"$13,011,856",—
2153,—,—
2154,"$2,466,713",—
2155,"$1,300,000",—
2156,—,—
2157,"$2,217,234",—
2158,"$3,573,492",—
2159,"$5,588,363",—
2160,—,—
2161,"$26,098,829",—
2162,"$3,425,000",—
2163,"€46,000,000",—
2164,"$25,385,034",—
2165,"$450,000",—
2166,—,—
2167,"$1,365,000",—
2168,"$50,000",—
2169,"$305,000","$10,000,000"
2170,"CN¥100,000,000",—
2171,"$10,000,000",—
2172,—,—
2173,—,—
2174,—,—
2175,"$500,000",—
2176,—,—
2177,"$100,000",—
2178,"$285,000",—
2179,—,—
2180,"$1,500,000,000",—
2181,—,—
2182,—,—
2183,"€100,000",—
2184,—,—
2185,—,—
2186,—,—
2187,—,—
2188,—,—
2189,"€100,000",—
2190,"¥40,000,000",—
2191,"$10,000,000",—
2192,"$25,899,907",—
2193,"$3,525,000",—
2194,"$7,500,220",—
2195,"$60,000",—
2196,"$105,932",—
2197,"CN¥3,000,000",—
2198,"CN¥30,000,000",—
2199,"$14,999,173",—
2200,"$673,550",—
2201,"£180,000",—
2202,—,"$3,000,000"
2203,"£100,000",—
2204,"£169,090",—
2205,"$500,000",—
2206,"£180,000",—
2207,"$250,000",—
2208,"$9,209,961",—
2209,—,—
2210,—,—
2211,"$805,000",—
2212,"$4,000,000",—
2213,—,—
2214,—,—
2215,—,—
2216,"$6,000,000",—
2217,"$3,000,000",—
2218,"€140,000",—
2219,"$11,000,000",—
2220,"$50,000,000",—
2221,"$3,500,000",—
2222,"€500,000",—
2223,"$4,000,000",—
2224,"€220,000,000",—
2225,"$477,000",—
2226,"$5,000,000",—
2227,"$30,000",—
2228,—,—
2229,"$2,000,000",—
2230,"$788,066",—
2231,"$1,350,000",—
2232,—,—
2233,"CN¥20,000,000",—
2234,"CN¥50,000,000",—
2235,"CN¥20,000,000",—
2236,"CN¥10,000,000",—
2237,"CN¥100,000,000",—
2238,—,—
2239,"CN¥3,000,000",—
2240,"$800,000",—
2241,"$3,700,000",—
2242,—,—
2243,—,—
2244,"$5,000,000",—
2245,"$100,000",—
2246,"CN¥3,000,000",—
2247,"CN¥3,000,000",—
2248,—,—
2249,"$1,010,000",—
2250,"CN¥20,000,000",—
2251,"CN¥10,000,000",—
2252,"€266,000",—
2253,"$771,000",—
2254,"$4,000,000",—
2255,—,—
2256,—,"€10,000,000"
2257,"$20,000",—
2258,"£123,598",—
2259,—,—
2260,"€50,000",—
2261,"$7,500,000",—
2262,—,—
2263,"$400,000",—
2264,—,—
2265,"$20,000",—
2266,"ISK15,000,000",—
2267,"$1,250,000","$3,000,000"
2268,"€50,000",—
2269,"ISK10,000,000",—
2270,—,—
2271,"€50,000",—
2272,—,—
2273,—,—
2274,"$5,000,000",—
2275,"A$30,000","A$600,000"
2276,"ISK10,000,000",—
2277,"ISK10,000,000",—
2278,—,—
2279,—,—
2280,—,—
2281,—,—
2282,"$750,000",—
2283,"ISK10,000,000",—
2284,"€2,000,000",—
2285,"$50,000","$1,000,000"
2286,—,—
2287,"€70,000",—
2288,"€50,000",—
2289,"$160,000",—
2290,"ISK10,000,000",—
2291,"R$300,000",—
2292,"$150,000",—
2293,"$1,600,000",—
2294,—,—
2295,"€50,000",—
2296,—,—
2297,—,—
2298,—,—
2299,—,—
2300,"$250,000",—
2301,—,—
2302,—,—
