node,country,continent,industry,bipartite,id,deg_max,deg_min,deg_median,voterank_max,voterank_min,voterank_median,clustering_max,clustering_min,clustering_median,harmonic_centrality_max,harmonic_centrality_min,harmonic_centrality_median,closeness_centrality_max,closeness_centrality_min,closeness_centrality_median,newman_betweenness_centrality_max,newman_betweenness_centrality_min,newman_betweenness_centrality_median,pagerank_max,pagerank_min,pagerank_median,betweenness_centrality_max,betweenness_centrality_min,betweenness_centrality_median,eigenvector_centrality_max,eigenvector_centrality_min,eigenvector_centrality_median,average_neighbor_degree_max,average_neighbor_degree_min,average_neighbor_degree_median,num_inv,deg_org,voterank_org,clustering_org,core_number_org,harmonic_centrality_org,closeness_centrality_org,newman_betweenness_centrality_org,pagerank_org,eigenvector_centrality_org,average_neighbor_degree_org
ArtusLabs,United States,North America,Drug Discovery,1,341,12.0,3.0,7.5,2800.0,1276.0,2038.0,0.244444444,0.0,0.122222222,1549.266667,1138.664286,1343.9654765,0.296737242,0.22297495,0.25985609600000004,0.000489935,0.0,0.0002449675,0.000145407,7.24e-05,0.0001089035,0.000465429,0.0,0.0002327145,0.000948707,6.8e-06,0.0004777535,83.25,5.0,44.125,2,5.0,,1.0,5.0,1322.794048,0.284665828,0.0,5.75e-05,8.7e-05,48.0
BioRegen,China,Asia,Medical Devices & Equipment,1,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Suneva Medical,United States,North America,Drug Manufacturing,1,350,65.0,65.0,65.0,397.0,397.0,397.0,0.272115385,0.272115385,0.272115385,1621.49881,1621.49881,1621.49881,0.347054651,0.347054651,0.347054651,0.003454755,0.003454755,0.003454755,0.000465064,0.000465064,0.000465064,0.003425848,0.003425848,0.003425848,0.014587156,0.014587156,0.014587156,140.8461538,140.8461538,140.8461538,1,12.0,,1.0,12.0,1215.169048,0.325775312,0.0,9.27e-05,0.000764796,116.6666667
Pharmacopeia,United States,North America,Pharmaceuticals / Drugs,1,352,516.0,13.0,300.5,2989.0,2.0,34.5,0.836363636,0.096373662,0.171265827,1844.97619,1285.972619,1669.3142855,0.406881828,0.303196317,0.37621388099999997,0.016028489,4.05e-08,0.004283486499999999,0.002805308,9.97e-05,0.0015624035000000001,0.01711097,3.4e-08,0.004436103,0.119254907,0.006342988,0.07727616849999999,235.0,88.1879845,108.03065215000001,12,148.0,773.0,0.682754183,89.0,1258.545238,0.367199075,8.98e-05,0.000484333,0.033373785,181.6891892
Endotronix,United States,North America,Medical Devices & Equipment,1,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
FluGen,United States,North America,Drug Development,1,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Adamas Pharmaceuticals,United States,North America,Pharmaceuticals / Drugs,1,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
ReCor Medical,United States,North America,Medical Devices & Equipment,1,398,19.0,19.0,19.0,1666.0,1666.0,1666.0,0.421052632,0.421052632,0.421052632,2665.283333,2665.283333,2665.283333,0.257332649,0.257332649,0.257332649,6.25e-05,6.25e-05,6.25e-05,8.04e-05,8.04e-05,8.04e-05,4.11e-05,4.11e-05,4.11e-05,0.002312272,0.002312272,0.002312272,112.7894737,112.7894737,112.7894737,1,1.0,,0.0,1.0,2585.57583,0.266773783,0.0,1.71e-05,7.11e-05,298.0
Immunomic Therapeutics,United States,North America,Pharmaceuticals / Drugs,1,413,8.0,8.0,8.0,,,,1.0,1.0,1.0,1508.52619,1508.52619,1508.52619,0.302586022,0.302586022,0.302586022,0.0,0.0,0.0,7.7e-05,7.7e-05,7.7e-05,0.0,0.0,0.0,0.001600741,0.001600741,0.001600741,163.125,163.125,163.125,1,2.0,,1.0,2.0,1186.610714,0.284931236,0.0,4.51e-05,0.00011085,107.5
Integral Molecular,United States,North America,Pharmaceuticals / Drugs,1,419,41.0,41.0,41.0,202.0,202.0,202.0,0.20242915,0.20242915,0.20242915,1808.629762,1808.629762,1808.629762,0.226508356,0.226508356,0.226508356,0.000899676,0.000899676,0.000899676,0.000467113,0.000467113,0.000467113,0.000724881,0.000724881,0.000724881,6.19e-05,6.19e-05,6.19e-05,16.04878049,16.04878049,16.04878049,1,30.0,,1.0,30.0,2401.126587,0.304390854,0.0,6.28e-05,0.001206141,151.6666667
Active Day,United States,North America,Medical Facilities & Services,1,431,42.0,15.0,28.5,1961.0,189.0,1075.0,0.538461538,0.213704994,0.37608326599999997,897.3,838.0261905,867.66309525,0.327214407,0.310084327,0.318649367,0.000931517,8.57e-05,0.0005086085,0.000702249,0.000259128,0.0004806885,0.00078027,6.37e-05,0.000421985,0.006142785,0.00340775,0.0047752675,59.4,46.66666667,53.033333334999995,2,6.0,,0.533333333,6.0,552.5333333,0.303127019,2.75e-06,0.00016066,0.001660134,79.83333333
Solta Medical,United States,North America,Medical Devices & Equipment,1,433,157.0,36.0,41.0,444.0,28.0,323.0,0.228070175,0.090805161,0.193650794,1232.516667,1047.569048,1065.919048,0.385178744,0.333766943,0.339938883,0.010968604,0.00076103,0.001376157,0.002024979,0.000480263,0.000525847,0.011139197,0.000690601,0.00134655,0.029754234,0.009199567,0.010223852,79.63414634,57.70063694,69.52777778,3,62.0,867.0,0.503966155,44.0,804.9428571,0.351270836,0.000478853,0.000589412,0.016330973,87.46774194
Molecular Partners,Switzerland,Europe,Biotechnology,1,436,200.0,18.0,70.0,1891.0,57.0,691.5,0.316666667,0.118190955,0.2704340545,1991.95,1566.919048,1769.0380955,0.3872417,0.311832799,0.347343014,0.007196006,0.00014239,0.000435227,0.001240545,0.000148301,0.00039373749999999997,0.00740155,0.000111311,0.00040998,0.024532894,0.002281075,0.013686114499999999,157.8543689,101.64,116.70420419999999,4,60.0,2305.0,0.6,54.0,1597.842857,0.37068696,0.000101904,0.000187783,0.005622377,187.8333333
MOgene LC,United States,North America,Biotechnology,1,466,4.0,4.0,4.0,2642.0,2642.0,2642.0,1.0,1.0,1.0,1607.768254,1607.768254,1607.768254,0.205557932,0.205557932,0.205557932,0.0,0.0,0.0,5.89e-05,5.89e-05,5.89e-05,0.0,0.0,0.0,1.19e-05,1.19e-05,1.19e-05,8.0,8.0,8.0,1,2.0,,1.0,2.0,1571.564358,0.206481993,0.0,3.55e-05,1.73e-07,7.5
Immatics Biotechnologies,Germany,Europe,Drug Discovery,1,490,205.0,1.0,9.0,2813.0,28.0,816.0,0.428571429,0.0,0.253585772,1535.683333,796.022619,1064.07619,0.389309216,0.215706773,0.28294139,0.041735235,0.0,0.000534904,0.002940226,6.52e-05,0.00019265,0.042498044,0.0,0.000523013,0.016635222,2.51e-06,0.000426815,100.0,7.0,48.57073171,5,102.0,1179.0,0.824694234,92.0,1119.716667,0.372889173,0.000842537,0.000575898,0.010147631,130.6862745
Sonoma Orthopedic Products,United States,North America,Medical Devices & Equipment,1,496,129.0,59.0,87.5,598.0,186.0,328.5,0.260416667,0.17704918,0.20838615300000002,2039.310714,1853.877381,1964.6023810000002,0.355596747,0.32473498,0.341577059,0.003022775,0.000344052,0.002280444,0.000663645,0.000335957,0.0005139319999999999,0.003108288,0.000302325,0.0023284535,0.034133189,0.007401408,0.0119975675,158.4573643,110.1694915,118.14632935,4,58.0,2268.0,0.335753176,51.0,1875.978571,0.351753449,6.45e-05,0.000140696,0.003837892,169.137931
Orexigen Therapeutics,United States,North America,Biotechnology,1,524,350.0,97.0,121.0,132.0,16.0,74.0,0.137886598,0.118788375,0.121900826,1664.666667,1417.916667,1485.135714,0.41585675,0.363702425,0.379635079,0.016477645,0.002173443,0.004755789,0.002414738,0.00085893,0.001101591,0.017396627,0.002055507,0.004953083,0.088763721,0.010943252,0.018178911,100.6371429,73.67010309,89.21487603,3,108.0,1957.0,0.557459328,72.0,1151.116667,0.38131476,0.000126898,0.000484626,0.025820918,164.9351852
JHL Biotech,Taiwan,Asia,Drug Development,1,525,243.0,7.0,121.0,1944.0,45.0,446.5,0.266666667,0.09577254,0.1386507935,2643.661905,1894.136905,2293.8,0.349549675,0.261067624,0.30916823449999997,0.008631812,0.000269363,0.0021828100000000003,0.001228266,9.06e-05,0.000539755,0.009027728,0.000260065,0.0022837485,0.037716134,0.000667754,0.014855146999999999,135.2666667,60.47058824,93.372428,4,63.0,1343.0,0.586789555,51.0,2378.03373,0.332968408,0.000905243,0.000171986,0.002942967,142.2857143
SenesTech,United States,North America,Biotechnology,1,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
SFC Fluidics,United States,North America,Medical Devices & Equipment,1,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Archemix,United States,North America,Drug Discovery,1,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
SpineMatrix,United States,North America,Medical Devices & Equipment,1,565,71.0,71.0,71.0,178.0,178.0,178.0,0.128729753,0.128729753,0.128729753,1722.333333,1722.333333,1722.333333,0.337181717,0.337181717,0.337181717,0.001622397,0.001622397,0.001622397,0.000515522,0.000515522,0.000515522,0.001366768,0.001366768,0.001366768,0.007203653,0.007203653,0.007203653,82.30985915,82.30985915,82.30985915,1,14.0,,1.0,14.0,1238.345238,0.294254514,0.0,0.000101247,0.000177605,48.85714286
Noveome Biotherapeutics,United States,North America,Biotechnology,1,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
TNI medical,Germany,Europe,Medical Devices & Equipment,1,587,2.0,2.0,2.0,5433.0,5433.0,5433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000102365,0.000102365,0.000102365,0.0,0.0,0.0,2.92e-30,2.92e-30,2.92e-30,1.0,1.0,1.0,1,,,,,,,,,,
Transposagen Biopharmaceuticals,United States,North America,Drug Discovery,1,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Valencell,United States,North America,Mobile Software & Services,1,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
Van Andel Institute,United States,North America,Drug Development,1,596,2.0,2.0,2.0,2856.0,2856.0,2856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000188501,0.000188501,0.000188501,0.0,0.0,0.0,5.74e-30,5.74e-30,5.74e-30,1.0,1.0,1.0,1,,,,,,,,,,
Altimmune,United States,North America,Drug Development,1,597,14.0,5.0,9.5,320.0,320.0,320.0,0.742424242,0.6,0.6712121209999999,17.0,13.5,15.25,0.005912823,0.004851547,0.005382185,2.4e-06,1.53e-06,1.965e-06,0.000532838,0.000269864,0.000401351,2.4e-06,1.43e-06,1.915e-06,1.64e-13,5.2e-14,1.0800000000000001e-13,12.8,11.35714286,12.07857143,2,,,,,,,,,,
VIDA Diagnostics,United States,North America,Healthcare Software,1,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
BIOARRAY Genetics,United States,North America,Disease Diagnosis,1,607,116.0,17.0,41.5,6747.0,203.0,1084.0,0.447619048,0.172022978,0.27145074199999997,3187.971429,2409.704762,2591.4261905000003,0.301167457,0.235280024,0.25153635350000003,0.003532225,5.78e-05,0.0004592385,0.000471057,9.63e-05,0.0002179215,0.003472488,4.05e-05,0.000401165,0.019169136,0.00028551,0.000775611,138.5517241,35.85964912,38.547511310000004,4,58.0,1144.0,0.480338778,37.0,2994.934163,0.301610523,0.000137084,0.000123724,0.000757093,81.46551724
GNS Healthcare,United States,North America,Internet Software & Services,1,614,5.0,5.0,5.0,,,,0.3,0.3,0.3,1581.229762,1581.229762,1581.229762,0.221000721,0.221000721,0.221000721,0.000127713,0.000127713,0.000127713,8.41e-05,8.41e-05,8.41e-05,9.09e-05,9.09e-05,9.09e-05,2.26e-05,2.26e-05,2.26e-05,16.8,16.8,16.8,1,1.0,,0.0,1.0,1507.061544,0.221109334,0.0,2.85e-05,6.67e-07,18.0
Zystor Therapeutics,United States,North America,Biotechnology,1,617,102.0,5.0,14.0,1694.0,150.0,746.5,0.8,0.204678363,0.39339826850000004,1418.002381,994.9166667,1111.536905,0.360912209,0.264437104,0.2942688245,0.002547566,7.8e-07,0.0005275365000000001,0.000722355,0.000101928,0.0002245755,0.00269336,4.93e-07,0.0004913675,0.026844484,0.000280417,0.0009231775,112.6470588,22.75,53.024122809999994,8,23.0,799.0,0.328063241,17.0,979.1261905,0.331512036,0.000866881,0.000255152,0.002297415,73.43478261
Anaeropharma Science,Japan,Asia,Drug Discovery,1,622,140.0,9.0,71.0,456.0,63.0,260.5,0.444444444,0.081984555,0.134648667,3722.352381,2954.854762,3653.869048,0.274073266,0.22435691,0.269088297,0.005136225,4.66e-05,0.001453557,0.000613781,5.03e-05,0.00023689,0.005105425,3.19e-05,0.001403071,0.00899762,0.00024339,0.005420304,118.1549296,31.97222222,57.77777778,5,63.0,1580.0,0.350742448,32.0,4013.038095,0.317114088,0.000783426,0.000119542,0.000886915,106.1111111
Calypso Medical Technologies,United States,North America,Medical Devices & Equipment,1,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
BioTelemetry,United States,North America,Medical Facilities & Services,1,625,115.0,2.0,8.5,1646.0,60.0,695.0,1.0,0.175896262,0.257142857,901.6095238,485.1599206,669.28869045,0.385484847,0.220447131,0.2970639655,0.007308249,0.0,0.0005512425,0.001787261,0.000139717,0.000293536,0.00751895,0.0,0.0005227865,0.064841475,4.62e-05,0.0030774799999999996,68.53043478,6.5,51.723214285,6,28.0,480.0,0.41005291,22.0,498.7833333,0.345695333,0.000479428,0.000672909,0.010608601,60.67857143
CoMentis,United States,North America,Drug Development,1,626,155.0,21.0,56.0,3598.0,84.0,686.0,0.328441649,0.129835082,0.246376812,1770.47619,1388.705952,1593.039286,0.37757321,0.304312737,0.341045781,0.007568981,0.000243545,0.000554051,0.001157684,0.000196127,0.000355753,0.007745546,0.000183551,0.000522073,0.022688857,0.001306226,0.012837705,151.5357143,63.0952381,101.8571429,7,73.0,447.0,0.294901065,46.0,1426.342857,0.376112779,0.000901957,0.000327868,0.005578883,120.0273973
Radius Health,United States,North America,Drug Development,1,628,423.0,289.0,356.0,23.0,6.0,14.5,0.103325644,0.094394586,0.098860115,1718.202381,1657.6,1687.9011905,0.426570388,0.422135174,0.424352781,0.028261797,0.027053269,0.027657533,0.003117197,0.002592778,0.0028549875,0.029847868,0.028403519,0.0291256935,0.094618368,0.062119819,0.0783690935,94.1384083,89.81323877,91.97582353499999,2,149.0,,0.580174134,89.0,1205.27619,0.399170797,0.000186258,0.000644785,0.041232882,180.3758389
SurgRx,United States,North America,Medical Devices & Equipment,1,632,368.0,14.0,107.0,206.0,11.0,108.5,0.373626374,0.092494965,0.203491448,1677.766667,1185.052381,1464.735714,0.418499161,0.311357397,0.374454966,0.020926913,2.94e-05,0.0018017,0.002859401,0.000155016,0.000825211,0.022545953,2.27e-05,0.001897171,0.070685595,0.001887601,0.028459118,125.3364486,85.69565217,96.57142857,3,104.0,,0.631814787,74.0,1156.792857,0.384602969,9.86e-05,0.000467579,0.029162342,185.7403846
Acologix,United States,North America,Biotechnology,1,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Antigenics,United States,North America,Biotechnology,1,644,193.0,5.0,101.5,3272.0,171.0,363.5,0.666666667,0.23890879,0.2891275205,2009.2,1408.209524,1910.3666665,0.369495458,0.270514978,0.35470577000000003,0.00192831,1.15e-08,0.001771494,0.000851062,5.45e-05,0.0005320365,0.001946086,1.2e-08,0.0017881515000000001,0.052616251,0.000761156,0.0268370625,191.0,80.2,150.58755925,4,29.0,,0.551724138,27.0,1668.459524,0.347205865,3.46e-05,9.49e-05,0.003833899,241.5862069
ISA Pharmaceuticals,Netherlands,Europe,Pharmaceuticals / Drugs,1,650,6.0,6.0,6.0,,,,0.8,0.8,0.8,1714.297619,1714.297619,1714.297619,0.263290643,0.263290643,0.263290643,2.22e-06,2.22e-06,2.22e-06,6.82e-05,6.82e-05,6.82e-05,1.02e-06,1.02e-06,1.02e-06,0.000298564,0.000298564,0.000298564,73.5,73.5,73.5,1,3.0,,1.0,3.0,1708.993254,0.275477785,0.0,3.56e-05,5.19e-05,75.33333333
BioMedical Enterprises,United States,North America,Medical Devices & Equipment,1,660,80.0,4.0,63.0,2685.0,369.0,710.0,0.371584699,0.0,0.286713287,1658.315476,1185.505556,1644.327381,0.35396051,0.263989628,0.353816828,0.001239888,6.29e-08,0.001079193,0.000487996,6.37e-05,0.000410887,0.001223533,6.06e-08,0.001031455,0.021140288,0.000258859,0.013360357,148.1875,36.75,147.6666667,3,17.0,1782.0,0.588235294,13.0,1269.728571,0.336921327,2.43e-05,0.000116088,0.002077253,160.8823529
BioSeek,United States,North America,Drug Discovery,1,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Binx Health,United States,North America,Medical Devices & Equipment,1,664,8.0,3.0,4.0,4141.0,846.0,1386.0,1.0,0.4,1.0,1037.346429,838.5039683,838.5039683,0.202848488,0.165450292,0.165450292,0.001081929,0.0,0.0,0.000247622,0.000137868,0.000157553,0.001081929,0.0,0.0,9.33e-07,6.73e-09,6.755e-09,6.875,3.8,5.333333333,4,1.0,,0.0,1.0,913.0694444,0.199824739,0.0,5.15e-05,2.15e-08,13.0
AVEO Oncology,United States,North America,Pharmaceuticals / Drugs,1,665,334.0,39.0,99.5,1175.0,4.0,211.0,0.322880372,0.097612065,0.1917336495,1371.935714,1034.119048,1153.6107145,0.420263788,0.328318257,0.36369204850000003,0.026932016,0.000595936,0.005598415000000001,0.003340915,0.000469252,0.001181426,0.028500899,0.000534194,0.005671863500000001,0.11847629,0.008608454,0.0266061725,89.61904762,64.28205128,69.56070979,4,100.0,793.0,0.506666667,57.0,865.0857143,0.376682226,0.000775685,0.000839718,0.044519575,112.64
Broadlane,United States,North America,Medical Facilities & Services,1,666,42.0,5.0,9.0,2063.0,291.0,1050.0,1.0,0.284615385,0.781818182,1186.609524,853.7380952,936.8916666,0.338073175,0.251170549,0.27355235499999997,0.002714851,0.0,0.0001556005,0.000590377,0.00012898,0.00017711700000000002,0.002642451,0.0,0.000110253,0.005766387,6.43e-05,0.0004665055,66.9047619,13.0,29.19230769,4,6.0,,0.666666667,6.0,798.0928571,0.315248539,3.69e-05,0.000106845,0.001074499,110.6666667
Optonol,Switzerland,Europe,Medical Devices & Equipment,1,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
ArborMetrix,United States,North America,Internet Software & Services,1,678,89.0,6.0,15.0,2200.0,256.0,1228.0,0.833333333,0.163176711,0.40952381,2501.361905,1796.146429,2219.734524,0.305127746,0.227451473,0.276788713,0.001720534,8.99e-08,0.000141093,0.000431349,5.51e-05,8.97e-05,0.001775693,6.33e-08,0.000111,0.008995797,7.99e-05,0.002159336,145.0,21.0,101.3707865,3,21.0,,0.828571429,21.0,2432.495635,0.308663449,1.77e-06,5.33e-05,0.001073941,152.7142857
CryoPen,United States,North America,Medical Devices & Equipment,1,685,4.0,4.0,4.0,3113.0,3113.0,3113.0,0.0,0.0,0.0,1132.007143,1132.007143,1132.007143,0.221271909,0.221271909,0.221271909,8.92e-07,8.92e-07,8.92e-07,7.69e-05,7.69e-05,7.69e-05,6.27e-07,6.27e-07,6.27e-07,6.14e-06,6.14e-06,6.14e-06,6.0,6.0,6.0,1,2.0,2892.0,1.0,2.0,2.0,0.000450045,0.0,0.000224972,3.02e-34,2.0
f-star Biotechnology,Austria,Europe,Drug Development,1,686,4.0,2.0,4.0,1621.0,1167.0,1394.0,1.0,1.0,1.0,2.0,2.0,2.0,0.000464145,0.000464145,0.000464145,0.0,0.0,0.0,0.000257631,0.000180794,0.000257631,0.0,0.0,0.0,5.7099999999999996e-24,4.18e-24,5.7099999999999996e-24,4.0,2.5,2.5,3,4.0,1688.0,1.0,4.0,4.0,0.001144492,0.0,0.000286041,1.8400000000000002e-29,4.0
CyDex Pharmaceuticals,United States,North America,Pharmaceuticals / Drugs,1,687,52.0,22.0,28.5,1810.0,134.0,405.5,0.649350649,0.215789474,0.4237882215,802.6095238,732.8428571,745.59285715,0.346359615,0.323103481,0.326279775,0.001312818,0.000319097,0.000637163,0.00087218,0.000428794,0.0005315265,0.001236579,0.000315129,0.000573243,0.021717169,0.006065439,0.0095363985,68.33333333,48.90909091,55.93473193,4,11.0,,0.4,11.0,445.7166667,0.315515582,0.000110187,0.000340229,0.003991071,48.27272727
Orphazyme,Denmark,Europe,Drug Development,1,688,55.0,32.0,34.0,517.0,372.0,433.0,0.222816399,0.157258065,0.15892598,2108.322619,1880.939286,1932.795238,0.314581254,0.284790507,0.290898755,0.001455416,0.00088204,0.001247809,0.000340174,0.000248783,0.000303384,0.00138212,0.000810724,0.001175426,0.005348678,0.001349654,0.002483537,98.96363636,54.28125,68.79411765,3,34.0,2138.0,0.408199643,24.0,2062.428968,0.324470078,9.17e-05,0.000111015,0.000970072,99.11764706
NeurAxon,Canada,North America,Pharmaceuticals / Drugs,1,699,593.0,7.0,62.0,4466.0,5.0,252.0,0.8,0.096189782,0.174576271,2434.860714,1571.856349,1877.994048,0.405910889,0.280619385,0.328155643,0.020563343,4.56e-07,0.001538251,0.002664158,7.3e-05,0.000436641,0.021556006,2.56e-07,0.001538477,0.108726137,0.0008406,0.007458369,179.0,92.24193548,99.28571429,7,,,,,,,,,,
EyePoint Pharmaceuticals,United States,North America,Medical Devices & Equipment,1,700,54.0,54.0,54.0,677.0,677.0,677.0,0.23200559,0.23200559,0.23200559,1774.45,1774.45,1774.45,0.348197728,0.348197728,0.348197728,0.001009108,0.001009108,0.001009108,0.000331472,0.000331472,0.000331472,0.001044451,0.001044451,0.001044451,0.010668631,0.010668631,0.010668631,150.5925926,150.5925926,150.5925926,1,8.0,,1.0,8.0,1329.92619,0.314293261,0.0,6.33e-05,0.000419172,122.875
Codon Devices,United States,North America,Drug Development,1,701,154.0,120.0,127.0,207.0,71.0,148.0,0.203534695,0.124692301,0.184129032,1773.389286,1710.759524,1732.689286,0.376838632,0.365500684,0.369177364,0.004893458,0.002160917,0.002825662,0.001088914,0.000815674,0.000865579,0.00513822,0.002180626,0.002838566,0.020035481,0.018814164,0.019841012,117.6166667,101.1038961,116.8346457,3,67.0,1008.0,0.407507915,52.0,1409.492857,0.371285294,9.36e-05,0.000240204,0.007279508,161.2686567
Efficas,United States,North America,Biotechnology,1,703,221.0,2.0,25.5,2477.0,38.0,299.0,1.0,0.124393254,0.30995116,1701.764286,1049.29246,1316.997619,0.394353135,0.255018168,0.3128427855,0.010252217,0.0,0.000425367,0.001699581,7.57e-05,0.000264723,0.010782971,0.0,0.000347659,0.028915824,9.69e-05,0.0025984679999999996,124.3333333,41.5,69.527526395,4,54.0,1182.0,0.673654787,44.0,1237.542857,0.373791692,0.000894774,0.000303943,0.008141872,155.6111111
Spartan Bioscience,Canada,North America,Biotechnology,1,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
GluMetrics,United States,North America,Medical Devices & Equipment,1,727,195.0,111.0,153.0,167.0,47.0,107.0,0.14712878,0.108538197,0.12783348849999998,1783.109524,1696.555952,1739.832738,0.377409723,0.362009243,0.36970948299999995,0.006460356,0.002607403,0.0045338795,0.001389875,0.000810428,0.0011001515,0.006513506,0.002534748,0.004524126999999999,0.02061147,0.014008156,0.017309813,99.18918919,82.85641026,91.022799725,2,88.0,2021.0,0.681295716,69.0,1402.119048,0.367328286,3.62e-05,0.000274571,0.010958294,179.5340909
inui Health,United States,North America,Mobile Software & Services,1,729,2.0,2.0,2.0,3315.0,3315.0,3315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000160308,0.000160308,0.000160308,0.0,0.0,0.0,4.71e-30,4.71e-30,4.71e-30,1.0,1.0,1.0,2,,,,,,,,,,
Bone Therapeutics,Belgium,Europe,Biotechnology,1,730,2.0,2.0,2.0,2200.0,2200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000232019,0.000232019,0.000232019,0.0,0.0,0.0,8.53e-28,8.53e-28,8.53e-28,1.0,1.0,1.0,1,,,,,,,,,,
