node,country,continent,industry,bipartite,id,closeness_centrality_max,closeness_centrality_min,closeness_centrality_median,newman_betweenness_centrality_max,newman_betweenness_centrality_min,newman_betweenness_centrality_median,clustering_max,clustering_min,clustering_median,eigenvector_centrality_max,eigenvector_centrality_min,eigenvector_centrality_median,average_neighbor_degree_max,average_neighbor_degree_min,average_neighbor_degree_median,deg_max,deg_min,deg_median,pagerank_max,pagerank_min,pagerank_median,harmonic_centrality_max,harmonic_centrality_min,harmonic_centrality_median,betweenness_centrality_max,betweenness_centrality_min,betweenness_centrality_median,num_inv,closeness_centralityorg,core_numberorg,clusteringorg,eigenvector_centralityorg,average_neighbor_degreeorg,degorg,pagerankorg,harmonic_centralityorg,newman_betweenness_centralityorg
ReCor Medical,United States,North America,Medical Devices & Equipment,1,398,0.257332649,0.257332649,0.257332649,6.25e-05,6.25e-05,6.25e-05,0.421052632,0.421052632,0.421052632,0.002312272,0.002312272,0.002312272,112.7894737,112.7894737,112.7894737,19.0,19.0,19.0,8.04e-05,8.04e-05,8.04e-05,2665.283333,2665.283333,2665.283333,4.11e-05,4.11e-05,4.11e-05,1,0.266773783,1.0,0.0,7.11e-05,298.0,,1.71e-05,2585.57583,0.0
Immunomic Therapeutics,United States,North America,Pharmaceuticals / Drugs,1,413,0.302586022,0.302586022,0.302586022,0.0,0.0,0.0,1.0,1.0,1.0,0.001600741,0.001600741,0.001600741,163.125,163.125,163.125,8.0,8.0,8.0,7.7e-05,7.7e-05,7.7e-05,1508.52619,1508.52619,1508.52619,0.0,0.0,0.0,1,0.284931236,2.0,1.0,0.00011085,107.5,2.0,4.51e-05,1186.610714,0.0
Integral Molecular,United States,North America,Pharmaceuticals / Drugs,1,419,0.226508356,0.226508356,0.226508356,0.000899676,0.000899676,0.000899676,0.20242915,0.20242915,0.20242915,6.19e-05,6.19e-05,6.19e-05,16.04878049,16.04878049,16.04878049,41.0,41.0,41.0,0.000467113,0.000467113,0.000467113,1808.629762,1808.629762,1808.629762,0.000724881,0.000724881,0.000724881,1,0.304390854,30.0,1.0,0.001206141,151.6666667,,6.28e-05,2401.126587,0.0
Active Day,United States,North America,Medical Facilities & Services,1,431,0.327214407,0.310084327,0.318649367,0.000931517,8.57e-05,0.0005086085,0.538461538,0.213704994,0.37608326599999997,0.006142785,0.00340775,0.0047752675,59.4,46.66666667,53.033333334999995,42.0,15.0,28.5,0.000702249,0.000259128,0.0004806885,897.3,838.0261905,867.66309525,0.00078027,6.37e-05,0.000421985,2,0.303127019,6.0,0.533333333,0.001660134,79.83333333,6.0,0.00016066,552.5333333,2.75e-06
Solta Medical,United States,North America,Medical Devices & Equipment,1,433,0.385178744,0.333766943,0.339938883,0.010968604,0.00076103,0.001376157,0.228070175,0.090805161,0.193650794,0.029754234,0.009199567,0.010223852,79.63414634,57.70063694,69.52777778,157.0,36.0,41.0,0.002024979,0.000480263,0.000525847,1232.516667,1047.569048,1065.919048,0.011139197,0.000690601,0.00134655,3,0.351270836,44.0,0.503966155,0.016330973,87.46774194,62.0,0.000589412,804.9428571,0.000478853
Molecular Partners,Switzerland,Europe,Biotechnology,1,436,0.3872417,0.311832799,0.347343014,0.007196006,0.00014239,0.000435227,0.316666667,0.118190955,0.2704340545,0.024532894,0.002281075,0.013686114499999999,157.8543689,101.64,116.70420419999999,200.0,18.0,70.0,0.001240545,0.000148301,0.00039373749999999997,1991.95,1566.919048,1769.0380955,0.00740155,0.000111311,0.00040998,4,0.37068696,54.0,0.6,0.005622377,187.8333333,60.0,0.000187783,1597.842857,0.000101904
MOgene LC,United States,North America,Biotechnology,1,466,0.205557932,0.205557932,0.205557932,0.0,0.0,0.0,1.0,1.0,1.0,1.19e-05,1.19e-05,1.19e-05,8.0,8.0,8.0,4.0,4.0,4.0,5.89e-05,5.89e-05,5.89e-05,1607.768254,1607.768254,1607.768254,0.0,0.0,0.0,1,0.206481993,2.0,1.0,1.73e-07,7.5,,3.55e-05,1571.564358,0.0
Immatics Biotechnologies,Germany,Europe,Drug Discovery,1,490,0.389309216,0.215706773,0.28294139,0.041735235,0.0,0.000534904,0.428571429,0.0,0.253585772,0.016635222,2.51e-06,0.000426815,100.0,7.0,48.57073171,205.0,1.0,9.0,0.002940226,6.52e-05,0.00019265,1535.683333,796.022619,1064.07619,0.042498044,0.0,0.000523013,5,0.372889173,92.0,0.824694234,0.010147631,130.6862745,102.0,0.000575898,1119.716667,0.000842537
Sonoma Orthopedic Products,United States,North America,Medical Devices & Equipment,1,496,0.355596747,0.32473498,0.341577059,0.003022775,0.000344052,0.002280444,0.260416667,0.17704918,0.20838615300000002,0.034133189,0.007401408,0.0119975675,158.4573643,110.1694915,118.14632935,129.0,59.0,87.5,0.000663645,0.000335957,0.0005139319999999999,2039.310714,1853.877381,1964.6023810000002,0.003108288,0.000302325,0.0023284535,4,0.351753449,51.0,0.335753176,0.003837892,169.137931,58.0,0.000140696,1875.978571,6.45e-05
Orexigen Therapeutics,United States,North America,Biotechnology,1,524,0.41585675,0.363702425,0.379635079,0.016477645,0.002173443,0.004755789,0.137886598,0.118788375,0.121900826,0.088763721,0.010943252,0.018178911,100.6371429,73.67010309,89.21487603,350.0,97.0,121.0,0.002414738,0.00085893,0.001101591,1664.666667,1417.916667,1485.135714,0.017396627,0.002055507,0.004953083,3,0.38131476,72.0,0.557459328,0.025820918,164.9351852,108.0,0.000484626,1151.116667,0.000126898
JHL Biotech,Taiwan,Asia,Drug Development,1,525,0.349549675,0.261067624,0.30916823449999997,0.008631812,0.000269363,0.0021828100000000003,0.266666667,0.09577254,0.1386507935,0.037716134,0.000667754,0.014855146999999999,135.2666667,60.47058824,93.372428,243.0,7.0,121.0,0.001228266,9.06e-05,0.000539755,2643.661905,1894.136905,2293.8,0.009027728,0.000260065,0.0022837485,4,0.332968408,51.0,0.586789555,0.002942967,142.2857143,,0.000171986,2378.03373,0.000905243
SenesTech,United States,North America,Biotechnology,1,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
SFC Fluidics,United States,North America,Medical Devices & Equipment,1,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Archemix,United States,North America,Drug Discovery,1,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
SpineMatrix,United States,North America,Medical Devices & Equipment,1,565,0.337181717,0.337181717,0.337181717,0.001622397,0.001622397,0.001622397,0.128729753,0.128729753,0.128729753,0.007203653,0.007203653,0.007203653,82.30985915,82.30985915,82.30985915,71.0,71.0,71.0,0.000515522,0.000515522,0.000515522,1722.333333,1722.333333,1722.333333,0.001366768,0.001366768,0.001366768,1,0.294254514,14.0,1.0,0.000177605,48.85714286,14.0,0.000101247,1238.345238,0.0
Noveome Biotherapeutics,United States,North America,Biotechnology,1,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
TNI medical,Germany,Europe,Medical Devices & Equipment,1,587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9199999999999998e-30,2.9199999999999998e-30,2.9199999999999998e-30,1.0,1.0,1.0,2.0,2.0,2.0,0.000102365,0.000102365,0.000102365,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,
Transposagen Biopharmaceuticals,United States,North America,Drug Discovery,1,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Valencell,United States,North America,Mobile Software & Services,1,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
Van Andel Institute,United States,North America,Drug Development,1,596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7399999999999995e-30,5.7399999999999995e-30,5.7399999999999995e-30,1.0,1.0,1.0,2.0,2.0,2.0,0.000188501,0.000188501,0.000188501,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,
Altimmune,United States,North America,Drug Development,1,597,0.005912823,0.004851547,0.005382185,2.4e-06,1.53e-06,1.965e-06,0.742424242,0.6,0.6712121209999999,1.64e-13,5.2e-14,1.0800000000000001e-13,12.8,11.35714286,12.07857143,14.0,5.0,9.5,0.000532838,0.000269864,0.000401351,17.0,13.5,15.25,2.4e-06,1.43e-06,1.915e-06,2,,,,,,,,,
VIDA Diagnostics,United States,North America,Healthcare Software,1,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
BIOARRAY Genetics,United States,North America,Disease Diagnosis,1,607,0.301167457,0.235280024,0.25153635350000003,0.003532225,5.78e-05,0.0004592385,0.447619048,0.172022978,0.27145074199999997,0.019169136,0.00028551,0.000775611,138.5517241,35.85964912,38.547511310000004,116.0,17.0,41.5,0.000471057,9.63e-05,0.0002179215,3187.971429,2409.704762,2591.4261905000003,0.003472488,4.05e-05,0.000401165,4,0.301610523,37.0,0.480338778,0.000757093,81.46551724,,0.000123724,2994.934163,0.000137084
GNS Healthcare,United States,North America,Internet Software & Services,1,614,0.221000721,0.221000721,0.221000721,0.000127713,0.000127713,0.000127713,0.3,0.3,0.3,2.26e-05,2.26e-05,2.26e-05,16.8,16.8,16.8,5.0,5.0,5.0,8.41e-05,8.41e-05,8.41e-05,1581.229762,1581.229762,1581.229762,9.09e-05,9.09e-05,9.09e-05,1,0.221109334,1.0,0.0,6.67e-07,18.0,,2.85e-05,1507.061544,0.0
Zystor Therapeutics,United States,North America,Biotechnology,1,617,0.360912209,0.264437104,0.2942688245,0.002547566,7.8e-07,0.0005275365000000001,0.8,0.204678363,0.39339826850000004,0.026844484,0.000280417,0.0009231775,112.6470588,22.75,53.024122809999994,102.0,5.0,14.0,0.000722355,0.000101928,0.0002245755,1418.002381,994.9166667,1111.536905,0.00269336,4.93e-07,0.0004913675,8,0.331512036,17.0,0.328063241,0.002297415,73.43478261,23.0,0.000255152,979.1261905,0.000866881
Anaeropharma Science,Japan,Asia,Drug Discovery,1,622,0.274073266,0.22435691,0.269088297,0.005136225,4.66e-05,0.001453557,0.444444444,0.081984555,0.134648667,0.00899762,0.00024339,0.005420304,118.1549296,31.97222222,57.77777778,140.0,9.0,71.0,0.000613781,5.03e-05,0.00023689,3722.352381,2954.854762,3653.869048,0.005105425,3.19e-05,0.001403071,5,0.317114088,32.0,0.350742448,0.000886915,106.1111111,,0.000119542,4013.038095,0.000783426
Calypso Medical Technologies,United States,North America,Medical Devices & Equipment,1,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
BioTelemetry,United States,North America,Medical Facilities & Services,1,625,0.385484847,0.220447131,0.2970639655,0.007308249,0.0,0.0005512425,1.0,0.175896262,0.257142857,0.064841475,4.62e-05,0.0030774799999999996,68.53043478,6.5,51.723214285,115.0,2.0,8.5,0.001787261,0.000139717,0.000293536,901.6095238,485.1599206,669.28869045,0.00751895,0.0,0.0005227865,6,0.345695333,22.0,0.41005291,0.010608601,60.67857143,28.0,0.000672909,498.7833333,0.000479428
CoMentis,United States,North America,Drug Development,1,626,0.37757321,0.304312737,0.341045781,0.007568981,0.000243545,0.000554051,0.328441649,0.129835082,0.246376812,0.022688857,0.001306226,0.012837705,151.5357143,63.0952381,101.8571429,155.0,21.0,56.0,0.001157684,0.000196127,0.000355753,1770.47619,1388.705952,1593.039286,0.007745546,0.000183551,0.000522073,7,0.376112779,46.0,0.294901065,0.005578883,120.0273973,73.0,0.000327868,1426.342857,0.000901957
Radius Health,United States,North America,Drug Development,1,628,0.426570388,0.422135174,0.424352781,0.028261797,0.027053269,0.027657533,0.103325644,0.094394586,0.098860115,0.094618368,0.062119819,0.0783690935,94.1384083,89.81323877,91.97582353499999,423.0,289.0,356.0,0.003117197,0.002592778,0.0028549875,1718.202381,1657.6,1687.9011905,0.029847868,0.028403519,0.0291256935,2,0.399170797,89.0,0.580174134,0.041232882,180.3758389,149.0,0.000644785,1205.27619,0.000186258
SurgRx,United States,North America,Medical Devices & Equipment,1,632,0.418499161,0.311357397,0.374454966,0.020926913,2.94e-05,0.0018017,0.373626374,0.092494965,0.203491448,0.070685595,0.001887601,0.028459118,125.3364486,85.69565217,96.57142857,368.0,14.0,107.0,0.002859401,0.000155016,0.000825211,1677.766667,1185.052381,1464.735714,0.022545953,2.27e-05,0.001897171,3,0.384602969,74.0,0.631814787,0.029162342,185.7403846,104.0,0.000467579,1156.792857,9.86e-05
Acologix,United States,North America,Biotechnology,1,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Antigenics,United States,North America,Biotechnology,1,644,0.369495458,0.270514978,0.35470577000000003,0.00192831,1.15e-08,0.001771494,0.666666667,0.23890879,0.2891275205,0.052616251,0.000761156,0.0268370625,191.0,80.2,150.58755925,193.0,5.0,101.5,0.000851062,5.45e-05,0.0005320365,2009.2,1408.209524,1910.3666665,0.001946086,1.2e-08,0.0017881515000000001,4,0.347205865,27.0,0.551724138,0.003833899,241.5862069,29.0,9.49e-05,1668.459524,3.46e-05
ISA Pharmaceuticals,Netherlands,Europe,Pharmaceuticals / Drugs,1,650,0.263290643,0.263290643,0.263290643,2.22e-06,2.22e-06,2.22e-06,0.8,0.8,0.8,0.000298564,0.000298564,0.000298564,73.5,73.5,73.5,6.0,6.0,6.0,6.82e-05,6.82e-05,6.82e-05,1714.297619,1714.297619,1714.297619,1.02e-06,1.02e-06,1.02e-06,1,0.275477785,3.0,1.0,5.19e-05,75.33333333,,3.56e-05,1708.993254,0.0
BioMedical Enterprises,United States,North America,Medical Devices & Equipment,1,660,0.35396051,0.263989628,0.353816828,0.001239888,6.29e-08,0.001079193,0.371584699,0.0,0.286713287,0.021140288,0.000258859,0.013360357,148.1875,36.75,147.6666667,80.0,4.0,63.0,0.000487996,6.37e-05,0.000410887,1658.315476,1185.505556,1644.327381,0.001223533,6.06e-08,0.001031455,3,0.336921327,13.0,0.588235294,0.002077253,160.8823529,17.0,0.000116088,1269.728571,2.43e-05
BioSeek,United States,North America,Drug Discovery,1,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Binx Health,United States,North America,Medical Devices & Equipment,1,664,0.202848488,0.165450292,0.165450292,0.001081929,0.0,0.0,1.0,0.4,1.0,9.33e-07,6.73e-09,6.755e-09,6.875,3.8,5.333333333,8.0,3.0,4.0,0.000247622,0.000137868,0.000157553,1037.346429,838.5039683,838.5039683,0.001081929,0.0,0.0,4,0.199824739,1.0,0.0,2.15e-08,13.0,1.0,5.15e-05,913.0694444,0.0
AVEO Oncology,United States,North America,Pharmaceuticals / Drugs,1,665,0.420263788,0.328318257,0.36369204850000003,0.026932016,0.000595936,0.005598415000000001,0.322880372,0.097612065,0.1917336495,0.11847629,0.008608454,0.0266061725,89.61904762,64.28205128,69.56070979,334.0,39.0,99.5,0.003340915,0.000469252,0.001181426,1371.935714,1034.119048,1153.6107145,0.028500899,0.000534194,0.005671863500000001,4,0.376682226,57.0,0.506666667,0.044519575,112.64,100.0,0.000839718,865.0857143,0.000775685
Broadlane,United States,North America,Medical Facilities & Services,1,666,0.338073175,0.251170549,0.27355235499999997,0.002714851,0.0,0.0001556005,1.0,0.284615385,0.781818182,0.005766387,6.43e-05,0.0004665055,66.9047619,13.0,29.19230769,42.0,5.0,9.0,0.000590377,0.00012898,0.00017711700000000002,1186.609524,853.7380952,936.8916666,0.002642451,0.0,0.000110253,4,0.315248539,6.0,0.666666667,0.001074499,110.6666667,6.0,0.000106845,798.0928571,3.69e-05
Optonol,Switzerland,Europe,Medical Devices & Equipment,1,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ArborMetrix,United States,North America,Internet Software & Services,1,678,0.305127746,0.227451473,0.276788713,0.001720534,8.99e-08,0.000141093,0.833333333,0.163176711,0.40952381,0.008995797,7.99e-05,0.002159336,145.0,21.0,101.3707865,89.0,6.0,15.0,0.000431349,5.51e-05,8.97e-05,2501.361905,1796.146429,2219.734524,0.001775693,6.33e-08,0.000111,3,0.308663449,21.0,0.828571429,0.001073941,152.7142857,,5.33e-05,2432.495635,1.77e-06
CryoPen,United States,North America,Medical Devices & Equipment,1,685,0.221271909,0.221271909,0.221271909,8.92e-07,8.92e-07,8.92e-07,0.0,0.0,0.0,6.14e-06,6.14e-06,6.14e-06,6.0,6.0,6.0,4.0,4.0,4.0,7.69e-05,7.69e-05,7.69e-05,1132.007143,1132.007143,1132.007143,6.27e-07,6.27e-07,6.27e-07,1,0.000450045,2.0,1.0,3.02e-34,2.0,2.0,0.000224972,2.0,0.0
f-star Biotechnology,Austria,Europe,Drug Development,1,686,0.000464145,0.000464145,0.000464145,0.0,0.0,0.0,1.0,1.0,1.0,5.7099999999999996e-24,4.18e-24,5.7099999999999996e-24,4.0,2.5,2.5,4.0,2.0,4.0,0.000257631,0.000180794,0.000257631,2.0,2.0,2.0,0.0,0.0,0.0,3,0.001144492,4.0,1.0,1.8400000000000002e-29,4.0,4.0,0.000286041,4.0,0.0
CyDex Pharmaceuticals,United States,North America,Pharmaceuticals / Drugs,1,687,0.346359615,0.323103481,0.326279775,0.001312818,0.000319097,0.000637163,0.649350649,0.215789474,0.4237882215,0.021717169,0.006065439,0.0095363985,68.33333333,48.90909091,55.93473193,52.0,22.0,28.5,0.00087218,0.000428794,0.0005315265,802.6095238,732.8428571,745.59285715,0.001236579,0.000315129,0.000573243,4,0.315515582,11.0,0.4,0.003991071,48.27272727,11.0,0.000340229,445.7166667,0.000110187
Orphazyme,Denmark,Europe,Drug Development,1,688,0.314581254,0.284790507,0.290898755,0.001455416,0.00088204,0.001247809,0.222816399,0.157258065,0.15892598,0.005348678,0.001349654,0.002483537,98.96363636,54.28125,68.79411765,55.0,32.0,34.0,0.000340174,0.000248783,0.000303384,2108.322619,1880.939286,1932.795238,0.00138212,0.000810724,0.001175426,3,0.324470078,24.0,0.408199643,0.000970072,99.11764706,,0.000111015,2062.428968,9.17e-05
NeurAxon,Canada,North America,Pharmaceuticals / Drugs,1,699,0.405910889,0.280619385,0.328155643,0.020563343,4.56e-07,0.001538251,0.8,0.096189782,0.174576271,0.108726137,0.0008406,0.007458369,179.0,92.24193548,99.28571429,593.0,7.0,62.0,0.002664158,7.3e-05,0.000436641,2434.860714,1571.856349,1877.994048,0.021556006,2.56e-07,0.001538477,7,,,,,,,,,
EyePoint Pharmaceuticals,United States,North America,Medical Devices & Equipment,1,700,0.348197728,0.348197728,0.348197728,0.001009108,0.001009108,0.001009108,0.23200559,0.23200559,0.23200559,0.010668631,0.010668631,0.010668631,150.5925926,150.5925926,150.5925926,54.0,54.0,54.0,0.000331472,0.000331472,0.000331472,1774.45,1774.45,1774.45,0.001044451,0.001044451,0.001044451,1,0.314293261,8.0,1.0,0.000419172,122.875,8.0,6.33e-05,1329.92619,0.0
Codon Devices,United States,North America,Drug Development,1,701,0.376838632,0.365500684,0.369177364,0.004893458,0.002160917,0.002825662,0.203534695,0.124692301,0.184129032,0.020035481,0.018814164,0.019841012,117.6166667,101.1038961,116.8346457,154.0,120.0,127.0,0.001088914,0.000815674,0.000865579,1773.389286,1710.759524,1732.689286,0.00513822,0.002180626,0.002838566,3,0.371285294,52.0,0.407507915,0.007279508,161.2686567,67.0,0.000240204,1409.492857,9.36e-05
Efficas,United States,North America,Biotechnology,1,703,0.394353135,0.255018168,0.3128427855,0.010252217,0.0,0.000425367,1.0,0.124393254,0.30995116,0.028915824,9.69e-05,0.0025984679999999996,124.3333333,41.5,69.527526395,221.0,2.0,25.5,0.001699581,7.57e-05,0.000264723,1701.764286,1049.29246,1316.997619,0.010782971,0.0,0.000347659,4,0.373791692,44.0,0.673654787,0.008141872,155.6111111,54.0,0.000303943,1237.542857,0.000894774
Spartan Bioscience,Canada,North America,Biotechnology,1,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
GluMetrics,United States,North America,Medical Devices & Equipment,1,727,0.377409723,0.362009243,0.36970948299999995,0.006460356,0.002607403,0.0045338795,0.14712878,0.108538197,0.12783348849999998,0.02061147,0.014008156,0.017309813,99.18918919,82.85641026,91.022799725,195.0,111.0,153.0,0.001389875,0.000810428,0.0011001515,1783.109524,1696.555952,1739.832738,0.006513506,0.002534748,0.004524126999999999,2,0.367328286,69.0,0.681295716,0.010958294,179.5340909,88.0,0.000274571,1402.119048,3.62e-05
inui Health,United States,North America,Mobile Software & Services,1,729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71e-30,4.71e-30,4.71e-30,1.0,1.0,1.0,2.0,2.0,2.0,0.000160308,0.000160308,0.000160308,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,,,,,
Bone Therapeutics,Belgium,Europe,Biotechnology,1,730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53e-28,8.53e-28,8.53e-28,1.0,1.0,1.0,2.0,2.0,2.0,0.000232019,0.000232019,0.000232019,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,
Medical Compression Systems,Israel,Asia,Drug Development,1,732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45e-27,5.45e-27,5.45e-27,1.0,1.0,1.0,2.0,2.0,2.0,0.000277778,0.000277778,0.000277778,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,
Theradiag,France,Europe,Medical Devices & Equipment,1,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Vexim,France,Europe,Medical Devices & Equipment,1,739,0.253822876,0.253822876,0.253822876,1.29e-05,1.29e-05,1.29e-05,0.4,0.4,0.4,6.77e-05,6.77e-05,6.77e-05,29.6,29.6,29.6,5.0,5.0,5.0,9.14e-05,9.14e-05,9.14e-05,1141.342857,1141.342857,1141.342857,8.4e-06,8.4e-06,8.4e-06,1,0.270391878,2.0,1.0,3.1e-05,37.0,2.0,5.62e-05,983.9285714,0.0
IDev Technologies,United States,North America,Medical Devices & Equipment,1,740,0.32986211,0.32986211,0.32986211,0.000820488,0.000820488,0.000820488,0.473170732,0.473170732,0.473170732,0.012754604,0.012754604,0.012754604,117.4878049,117.4878049,117.4878049,41.0,41.0,41.0,0.00032768,0.00032768,0.00032768,1284.569048,1284.569048,1284.569048,0.000728738,0.000728738,0.000728738,1,0.285800627,4.0,1.0,0.000236162,55.25,4.0,9.8e-05,824.6297619,0.0
Nanobiotix,France,Europe,Pharmaceuticals / Drugs,1,741,0.295454679,0.225003579,0.2448330065,0.002297958,3.5e-07,0.0001711005,0.9,0.141025641,0.374542125,0.00348845,2.79e-05,0.00010632,72.25714286,15.15384615,23.688888885,35.0,5.0,11.0,0.000282268,8.5e-05,0.0001402365,1805.008333,1333.413492,1461.448016,0.002257647,3.74e-07,0.0001344505,6,0.287648071,8.0,0.295238095,9.49e-05,27.66666667,15.0,0.000177709,1638.680952,0.000871626
Intelligent Bio-Systems,United States,North America,Drug Development,1,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Lumavita,Switzerland,Europe,Pharmaceuticals / Drugs,1,745,0.372345527,0.314440577,0.34339305200000003,0.00352125,0.000180269,0.0018507595,0.314285714,0.199558499,0.2569221065,0.028256652,0.0033115,0.015784076,146.9673203,131.5652174,139.26626885000002,153.0,23.0,88.0,0.000830144,0.000158828,0.000494486,2134.594048,1772.010714,1953.302381,0.003778402,0.000156079,0.0019672405,2,0.347425747,23.0,0.641304348,0.002053611,201.2083333,24.0,7.89e-05,1832.252381,1.53e-05
ConvaTec,United Kingdom,Europe,Medical Devices & Equipment,1,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
